QueryAccVer,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold
ASV_872,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_873,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_874,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_875,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_876,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_877,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_878,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_879,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_880,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_881,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_882,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_883,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_884,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_885,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_886,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_887,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_888,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_889,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_890,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_891,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_892,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_893,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_894,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_895,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_896,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,40
ASV_897,Plotocnide borealis,species,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,IDtaxa,GSL_rl,40
ASV_898,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_899,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_900,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_901,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_902,Prionospio steenstrupi,species,Prionospio steenstrupi,Prionospio,Spionidae,Spionida,Polychaeta,Annelida,Animalia,IDtaxa,GSL_rl,40
ASV_903,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_904,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_905,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_906,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_907,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_908,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_909,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_910,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_911,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,IDtaxa,GSL_rl,40
ASV_912,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_913,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_914,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_915,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_916,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_917,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_918,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_919,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_920,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_921,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,IDtaxa,GSL_rl,40
ASV_922,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_923,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_924,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_925,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_926,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_927,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_928,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_929,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_930,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_931,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_932,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_933,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_934,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_935,Morone saxatilis,species,Morone saxatilis,Morone,Moronidae,Perciformes,Actinopterygii,Chordata,Animalia,IDtaxa,GSL_rl,40
ASV_936,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_937,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_938,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_939,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_940,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_941,Ammodytes dubius,species,Ammodytes dubius,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,IDtaxa,GSL_rl,40
ASV_942,Catablema vesicarium,species,Catablema vesicarium,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,IDtaxa,GSL_rl,40
ASV_943,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_944,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_945,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_946,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_947,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_948,Catablema vesicarium,species,Catablema vesicarium,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,IDtaxa,GSL_rl,40
ASV_949,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_950,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_951,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_952,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_953,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_954,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_955,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_956,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_957,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_958,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_959,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_960,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_961,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_962,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_963,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_964,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_965,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_966,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_967,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_968,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_969,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_970,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_971,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_972,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_973,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_974,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_975,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,40
ASV_976,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_977,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_978,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_979,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_980,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_981,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,IDtaxa,GSL_rl,40
ASV_982,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_983,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_984,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_985,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_986,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_987,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_988,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_989,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_990,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_991,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_992,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_993,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_994,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_995,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_996,Animalia,kingdom,NA,NA,NA,NA,NA,NA,Animalia,IDtaxa,GSL_rl,40
ASV_997,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_998,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_999,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1000,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1001,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,IDtaxa,GSL_rl,40
ASV_1002,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1003,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1004,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1005,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1006,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1007,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1008,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1009,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1010,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1011,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1012,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1013,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1014,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1015,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1016,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1017,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1018,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1019,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1020,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1021,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1022,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1023,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1024,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1025,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1026,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1027,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1028,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1029,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1030,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1031,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1032,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1033,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1034,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1035,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1036,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1037,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1038,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1039,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1040,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1041,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1042,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1043,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1044,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1045,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1046,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1047,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1048,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,IDtaxa,GSL_rl,40
ASV_1049,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1050,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1051,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1052,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1053,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1054,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1055,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1056,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1057,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1058,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1059,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,IDtaxa,GSL_rl,40
ASV_1060,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1061,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1062,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1063,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1064,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1065,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1066,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1067,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1068,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1069,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1070,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1071,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1072,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1073,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1074,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1075,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1076,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1077,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,IDtaxa,GSL_rl,40
ASV_1078,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1079,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1080,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1081,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1082,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1083,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1084,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1085,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1086,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1087,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1088,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1089,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1090,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,IDtaxa,GSL_rl,40
ASV_1091,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1092,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1093,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1094,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1095,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1096,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1097,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1098,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1099,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1100,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1101,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1102,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1103,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1104,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1105,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1106,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1107,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1108,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1109,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1110,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1111,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1112,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1113,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1114,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1115,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1116,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1117,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1118,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1119,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1120,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1121,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1122,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1123,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1124,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1125,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1126,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
ASV_1127,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,40
