QueryAccVer,SeqName,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold,Taxon.ori,Genus.ori,Family.ori,Order.ori,Class.ori,Phylum.ori
GBAN10025-19,GBAN10025-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Limnodrilus; Limnodrilus hoffmeisteri,Naididae,family,NA,NA,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Limnodrilus hoffmeisteri,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10026-19,GBAN10026-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Limnodrilus; Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Limnodrilus hoffmeisteri,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida
EINVA449-19,EINVA449-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Limnodrilus; Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,species,Limnodrilus hoffmeisteri,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Limnodrilus hoffmeisteri,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida
GBAN15143-19,GBAN15143-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Limnodrilus; Limnodrilus udekemianus,Limnodrilus udekemianus,species,Limnodrilus udekemianus,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Limnodrilus udekemianus,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10049-19,GBAN10049-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10047-19,GBAN10047-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10045-19,GBAN10045-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10048-19,GBAN10048-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
SGABR3328-12,SGABR3328-12 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10044-19,GBAN10044-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
CDINV011-07,CDINV011-07 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
BBLZA172-16,BBLZA172-16 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
GBAN10054-19,GBAN10054-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Tubifex; Tubifex tubifex,Tubifex tubifex,species,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Tubifex tubifex,Tubifex,Naididae,Haplotaxida,Clitellata,Annelida
EINVA071-19,EINVA071-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Potamothrix; Potamothrix moldaviensis,Potamothrix moldaviensis,species,Potamothrix moldaviensis,Potamothrix,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Potamothrix moldaviensis,Potamothrix,Naididae,Haplotaxida,Clitellata,Annelida
GBAN15255-19,GBAN15255-19 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Potamothrix; Potamothrix moldaviensis,Potamothrix moldaviensis,species,Potamothrix moldaviensis,Potamothrix,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Potamothrix moldaviensis,Potamothrix,Naididae,Haplotaxida,Clitellata,Annelida
GAHAP3226-15,GAHAP3226-15 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Paranais; Paranais litoralis,Paranais litoralis,species,Paranais litoralis,Paranais,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Paranais litoralis,Paranais,Naididae,Haplotaxida,Clitellata,Annelida
GBMIN797-12,GBMIN797-12 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Nais; Nais elinguis,Nais elinguis,species,Nais elinguis,Nais,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Nais elinguis,Nais,Naididae,Haplotaxida,Clitellata,Annelida
GBMLB0001-06,GBMLB0001-06 Root; Animalia; Mollusca; Bivalvia; Pectinida; Pectinidae; Chlamys; Chlamys islandica,Chlamys islandica,species,Chlamys islandica,Chlamys,Pectinidae,Pectinoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Chlamys islandica,Chlamys,Pectinidae,Pectinida,Bivalvia,Mollusca
BNAGB037-14,BNAGB037-14 Root; Animalia; Mollusca; Bivalvia; Venerida; Arcticidae; Arctica; Arctica islandica,Arctica islandica,species,Arctica islandica,Arctica,Arcticidae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Arctica islandica,Arctica,Arcticidae,Venerida,Bivalvia,Mollusca
BNSM077-11,BNSM077-11 Root; Animalia; Mollusca; Bivalvia; Venerida; Arcticidae; Arctica; Arctica islandica,Arctica islandica,species,Arctica islandica,Arctica,Arcticidae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Arctica islandica,Arctica,Arcticidae,Venerida,Bivalvia,Mollusca
BNAGB039-14,BNAGB039-14 Root; Animalia; Mollusca; Bivalvia; Venerida; Arcticidae; Arctica; Arctica islandica,Arctica islandica,species,Arctica islandica,Arctica,Arcticidae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Arctica islandica,Arctica,Arcticidae,Venerida,Bivalvia,Mollusca
BBPS828-19,BBPS828-19 Root; Animalia; Mollusca; Bivalvia; Venerida; Mactridae; Mactromeris; Mactromeris polynyma,Tresus,genus,NA,Tresus,Mactridae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Mactromeris polynyma,Mactromeris,Mactridae,Venerida,Bivalvia,Mollusca
BBPS831-19,BBPS831-19 Root; Animalia; Mollusca; Bivalvia; Venerida; Mactridae; Mactromeris; Mactromeris polynyma,Tresus,genus,NA,Tresus,Mactridae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Mactromeris polynyma,Mactromeris,Mactridae,Venerida,Bivalvia,Mollusca
BBPS829-19,BBPS829-19 Root; Animalia; Mollusca; Bivalvia; Venerida; Mactridae; Mactromeris; Mactromeris polynyma,Tresus,genus,NA,Tresus,Mactridae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Mactromeris polynyma,Mactromeris,Mactridae,Venerida,Bivalvia,Mollusca
ARBEN035-18,ARBEN035-18 Root; Animalia; Mollusca; Bivalvia; Cardiida; Cardiidae; Ciliatocardium; Ciliatocardium ciliatum,Ciliatocardium ciliatum,species,Ciliatocardium ciliatum,Ciliatocardium,Cardiidae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Ciliatocardium ciliatum,Ciliatocardium,Cardiidae,Cardiida,Bivalvia,Mollusca
BENTH080-08,BENTH080-08 Root; Animalia; Mollusca; Bivalvia; Cardiida; Cardiidae; Serripes; Serripes groenlandicus,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Serripes groenlandicus,Serripes,Cardiidae,Cardiida,Bivalvia,Mollusca
ASGRD072-18,ASGRD072-18 Root; Animalia; Mollusca; Bivalvia; Cardiida; Cardiidae; Serripes; Serripes groenlandicus,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Serripes groenlandicus,Serripes,Cardiidae,Cardiida,Bivalvia,Mollusca
BENTH078-08,BENTH078-08 Root; Animalia; Mollusca; Bivalvia; Cardiida; Cardiidae; Serripes; Serripes groenlandicus,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Serripes groenlandicus,Serripes,Cardiidae,Cardiida,Bivalvia,Mollusca
NBMOL008-11,NBMOL008-11 Root; Animalia; Mollusca; Bivalvia; Carditida; Astartidae; Astarte; Astarte borealis,Astartidae,family,NA,NA,Astartidae,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Astarte borealis,Astarte,Astartidae,Carditida,Bivalvia,Mollusca
GBMLB0391-06,GBMLB0391-06 Root; Animalia; Mollusca; Bivalvia; Carditida; Astartidae; Astarte; Astarte castanea,Veneroida,order,NA,NA,NA,Veneroida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Astarte castanea,Astarte,Astartidae,Carditida,Bivalvia,Mollusca
ASGRD016-18,ASGRD016-18 Root; Animalia; Mollusca; Bivalvia; Adapedonta; Hiatellidae; Hiatella; Hiatella arctica,Hiatella,genus,NA,Hiatella,Hiatellidae,Myoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Hiatella arctica,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca
DUTCH603-19,DUTCH603-19 Root; Animalia; Mollusca; Bivalvia; Adapedonta; Hiatellidae; Hiatella; Hiatella arctica,Hiatella,genus,NA,Hiatella,Hiatellidae,Myoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Hiatella arctica,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca
GBMNA9257-19,GBMNA9257-19 Root; Animalia; Mollusca; Bivalvia; Adapedonta; Hiatellidae; Hiatella; Hiatella arctica,Hiatella arctica,species,Hiatella arctica,Hiatella,Hiatellidae,Myoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Hiatella arctica,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca
BBPS477-19,BBPS477-19 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana minuta,Nuculana minuta,species,Nuculana minuta,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana minuta,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BBPS656-19,BBPS656-19 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana minuta,Nuculana minuta,species,Nuculana minuta,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana minuta,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BBAY150-14,BBAY150-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana tenuisulcata,Nuculana,genus,NA,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana tenuisulcata,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BBAY193-14,BBAY193-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana pernula,Nuculana,genus,NA,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana pernula,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BBAY192-14,BBAY192-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana pernula,Nuculana,genus,NA,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana pernula,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BBAY195-14,BBAY195-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana pernula,Nuculana,genus,NA,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana pernula,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
GBMLB0372-06,GBMLB0372-06 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana minuta,Nuculana,genus,NA,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana minuta,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BNAGB020-14,BNAGB020-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana minuta,Nuculana minuta,species,Nuculana minuta,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana minuta,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BNAGB294-14,BNAGB294-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana minuta,Nuculana minuta,species,Nuculana minuta,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana minuta,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
BNAGB021-14,BNAGB021-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Nuculanidae; Nuculana; Nuculana minuta,Nuculana minuta,species,Nuculana minuta,Nuculana,Nuculanidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Nuculana minuta,Nuculana,Nuculanidae,Nuculanida,Bivalvia,Mollusca
DUTCH565-19,DUTCH565-19 Root; Animalia; Chordata; Ascidiacea; Aplousobranchia; Didemnidae; Didemnum; Didemnum albidum,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Didemnum albidum,Didemnum,Didemnidae,Aplousobranchia,Ascidiacea,Chordata
GBGC13696-19,GBGC13696-19 Root; Animalia; Chordata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia; Halocynthia pyriformis,Halocynthia pyriformis,species,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Metazoa,LCA,postONncbi_nt,97,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata
GBGC13697-19,GBGC13697-19 Root; Animalia; Chordata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia; Halocynthia pyriformis,Halocynthia pyriformis,species,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Metazoa,LCA,postONncbi_nt,97,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata
CCSMA221-10,CCSMA221-10 Root; Animalia; Chordata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia; Halocynthia pyriformis,Halocynthia pyriformis,species,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Metazoa,LCA,postONncbi_nt,97,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata
ASGRD137-18,ASGRD137-18 Root; Animalia; Chordata; Ascidiacea; Stolidobranchia; Pyuridae; Boltenia; Boltenia ovifera,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Boltenia ovifera,Boltenia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata
MPCPT016-14,MPCPT016-14 Root; Animalia; Annelida; Polychaeta; Sabellida; Sabellidae; Sabella; Sabella pavonina,Polychaeta,class,NA,NA,NA,NA,Polychaeta,Annelida,Metazoa,LCA,postONncbi_nt,97,Sabella pavonina,Sabella,Sabellidae,Sabellida,Polychaeta,Annelida
PCALN002-10,PCALN002-10 Root; Animalia; Annelida; Polychaeta; Sabellida; Sabellidae; Sabella; Sabella pavonina,Polychaeta,class,NA,NA,NA,NA,Polychaeta,Annelida,Metazoa,LCA,postONncbi_nt,97,Sabella pavonina,Sabella,Sabellidae,Sabellida,Polychaeta,Annelida
WWGSL283-08,WWGSL283-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx makarovi,Anonyx makarovi,species,Anonyx makarovi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx makarovi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WWGSL295-08,WWGSL295-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx sp,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Anonyx sp,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WW1022-08,WW1022-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx sarsi,Anonyx sarsi,species,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WW160-07,WW160-07 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx sarsi,Anonyx sarsi,species,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
SDP346015-15,SDP346015-15 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx sarsi,Anonyx sarsi,species,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WW1026-08,WW1026-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx sarsi,Anonyx sarsi,species,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx sarsi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WW477-08,WW477-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx nugax,Anonyx,genus,NA,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx nugax,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WW479-08,WW479-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx nugax,Anonyx,genus,NA,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx nugax,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WWGSL290-08,WWGSL290-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx nugax,Anonyx,genus,NA,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx nugax,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WW707-08,WW707-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx nugax,Anonyx,genus,NA,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx nugax,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
LABBI143-09,LABBI143-09 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx nugax,Anonyx,genus,NA,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx nugax,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
CHONE093-11,CHONE093-11 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx sp,Uristidae,family,NA,NA,Uristidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Anonyx sp,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
BBAY034-12,BBAY034-12 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx ochoticus,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Anonyx ochoticus,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
BBAY060-12,BBAY060-12 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx ochoticus,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Anonyx ochoticus,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
BBAY031-12,BBAY031-12 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Uristidae; Anonyx; Anonyx lilljeborgi,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Anonyx lilljeborgi,Anonyx,Uristidae,Amphipoda,Malacostraca,Arthropoda
WWGSL254-08,WWGSL254-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus tigrinus,Gammarus tigrinus,species,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW780-08,WW780-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus tigrinus,Gammarus tigrinus,species,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW893-08,WW893-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus tigrinus,Gammarus tigrinus,species,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
SERCI223-14,SERCI223-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus tigrinus,Gammarus tigrinus,species,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus tigrinus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWGSL249-08,WWGSL249-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus duebeni,Gammarus duebeni,species,Gammarus duebeni,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus duebeni,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW560-08,WW560-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus duebeni,Gammarus duebeni,species,Gammarus duebeni,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus duebeni,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
SDP346002-15,SDP346002-15 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
GBCMA0155-06,GBCMA0155-06 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW714-08,WW714-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW548-08,WW548-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWAMP028-09,WWAMP028-09 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW582-08,WW582-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
